GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
750,2898IND,4444,19-September-2015,2015,1,Riots/Protests,Protesters (India),APCC: Assam Pradesh Congress Committee,6,,,0,60,India,Assam,Kamrup,Guwahati,Guwahati,26.18,91.75,1,Assam Tribune,"Assam Pradesh Congress Committee (APCC) members on Saturday [19 September] staged a sit-in demonstration in front of the office of the Chief Post Master General, Assam, in Guwahati, in protest against the decision of the Union Government to discontinue the postage stamps printed by the Postal Department in memory of former Prime Ministers.",0
750,2899IND,4445,19-September-2015,2015,1,Remote violence,KCP: Kangleipak Communist Party Militia,,2,Civilians (India),,7,27,India,Manipur,Imphal East,Imphal,Imphal,24.79,93.93,1,United News of India,A cadre of the Kangleipak Communist Party exploded a bomb at the Moirangkhom market area in Imphal on Saturday [19 September] damaging a car and some other objects which were nearby. No one was injured in the blast. The police later arrested the KCP militant.,0
750,2900IND,4446,19-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Kerala,Ernakulam,Ernakulam,Kochi,9.93,76.26,1,The Hindu,The opposition Left Democratic Front held a protest for the sixth straight day to demand a judicial probe into the Fort Kochi boat tragedy; police removed protesters forcibly.,0
750,2901IND,4447,19-September-2015,2015,1,Battle-No change of territory,CPI (Maoist): Communist Party of India (Maoist),,2,Police Forces of India,,1,12,India,Odisha,Malkangiri,Malkangiri,Malkangiri,18.36,81.88,1,The Hindu,Three Maoists were killed in an encounter with security forces in a forest near Bhejaguda in Malkangiri district of Odisha.,3
750,2902IND,4448,19-September-2015,2015,1,Riots/Protests,Protesters (India),Kannada Sene,6,,,0,60,India,Karnataka,Mandya,Mandya,Mandya,12.52,76.89,1,The Hindu,Members of Kannada Sene — Karnataka staged a protest urging the Union and State governments to implement the Kalasa-Banduri Nala project.,0
750,2903IND,4449,19-September-2015,2015,1,Riots/Protests,Protesters (India),DSS: Dera Sacha Sauda,6,,,0,60,India,Punjab,Moga,Moga,Moga,30.81,75.17,1,The Pioneer,"Members of the Dera Sacha Sauda blocked traffic in protest of the screening of a controversial movie, Messenger of God-2.",0
750,2904IND,4450,19-September-2015,2015,1,Riots/Protests,Protesters (India),NSUI: National Students Union of India,6,,,0,60,India,Karnataka,Mysore,Mysore,Mysore,12.29,76.63,1,The Hindu,"Students affiliated to the National Students’ Union of India (NSUI) staged demonstrations in front of the Gandhi statue, protesting against the Union government’s decision to discontinue stamps of former Prime Ministers Rajiv Gandhi and Indira Gandhi under the new definitive theme of postal stamps.",0
750,2905IND,4451,19-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Karnataka,Raichur,Raichur,Raichur,16.20,77.35,1,The Hindu,Students and teachers of over five schools boycotted their classes and staged demonstrations and roadblocks demanding the establishment of the Indian Institute of Technology (IIT).,0
750,2906IND,4452,19-September-2015,2015,1,Riots/Protests,Protesters (India),KRRS: Karnataka Rajya Raitha Sangha,6,,,0,60,India,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchchirappalli,10.81,78.69,1,Deccan Herald,"Farmers, led by Karnataka Rajya Raitha Sangha leaders, staged a protest demonstration against the State government alleging that water is being released to Tamil Nadu despite the prevailing drought situation in the region.",0
750,2907IND,4453,20-September-2015,2015,1,Riots/Protests,Rioters (India),Patidar Communal Group (India),5,Rioters (India),Chaudhari Communal Group (India),5,55,India,Gujarat,Ahmedabad,Ahmedabad,Ahmedabad,23.02,72.58,1,Times of India,"Women of the Patidari community, initially protesting by the side of a road, clashed wit Chaudhari community members after a minor altercation escalated into stone pelting. Cops were deployed to separate the two groups.",0
750,2908IND,4454,20-September-2015,2015,1,Riots/Protests,Protesters (India),DSS: Dera Sacha Sauda,6,,,0,60,India,Punjab,Amritsar,Amritsar,Amritsar,31.63,74.87,2,The Pioneer,"Members of the Dera Sacha Sauda blocked traffic in protest of the screening of a controversial movie, Messenger of God-2.",0
750,2909IND,4455,20-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Bathinda,Bathinda,Bathinda,30.21,75.03,1,Hindustan Times,"Farmers continued to protest in Bathinda, demanding more compensation for the loss of cotton.",0
750,2910IND,4456,20-September-2015,2015,1,Riots/Protests,Rioters (India),,5,Police Forces of India,,1,15,India,Assam,Tinsukia,,Bordubi,27.39,95.31,1,The Telegraph,"A mob of tea tribes was trying to set a house on fire belonging to a Nepali youth in Bordubi of Tinsukia district on Sunday [20 September], when the police intervened firing three rounds in the air to disperse the mob. The attack ensued over previous rivalries between tea workers and Nepali youth. The mob also clashed with the police.",0
750,2911IND,4457,20-September-2015,2015,1,Riots/Protests,Protesters (India),AISA: All India Students' Association,6,,,0,60,India,Delhi,New Delhi,Delhi,Delhi,28.65,77.12,1,Times of India,"A number of student organisations in Jawaharlal Nehru University protested against the recent decision of the Ministry of Home Affairs to allow migrants from Bangladesh to settle in Assam on the basis of religion. The organizations that took part in the protest included the Assam Study Circle JNU, JNU Students' Union(JNUSU), All India Students Association (AISA), All India Students Federation (AISF), Chatra Mukti Sangram Samiti, Democratic Students Federation (DSF), Khasi Students Union of Delhi, Mishing Students Association of Delhi and Students Federation of India (SFI)",0
750,2912IND,4458,20-September-2015,2015,1,Riots/Protests,Protesters (India),DSS: Dera Sacha Sauda,6,,,0,60,India,Punjab,Firozpur,Firozpur,Firozpur,30.96,74.59,2,The Pioneer,"Members of the Dera Sacha Sauda blocked traffic in protest of the screening of a controversial movie, Messenger of God-2.",0
750,2913IND,4459,20-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Assam,Dhuburi,Dhuburi,Golakganj,26.10,89.82,1,Assam Tribune,"On Sunday [20 September], hundreds of people protested in front of the Golakganj police station against the alleged assault on a pregnant woman and the police department's failure to curb cattle smuggling. Though the police didn't act on Sunday, on Monday they arrested 11 protesters on different charges.",0
750,2914IND,4460,20-September-2015,2015,1,Riots/Protests,Protesters (India),DSS: Dera Sacha Sauda,6,,,0,60,India,Punjab,Jalandhar,Jalandhar,Jalandhar,31.32,75.57,2,The Pioneer,"Members of the Dera Sacha Sauda blocked traffic in protest of the screening of a controversial movie, Messenger of God-2.",0
750,2915IND,4461,20-September-2015,2015,1,Riots/Protests,Protesters (India),Midday Meal Daftari Mulazam-Cook Workers' Union,6,,,0,60,India,Punjab,Jalandhar,Jalandhar,Jalandhar,31.32,75.57,1,Hindustan Times,"Demanding a hike in salaries and regularisation of their jobs, members of the Midday Meal Daftari Mulazam-Cook Workers' Union, Punjab, on Sunday, held a massive protest at the the district administrative complex.",0
750,2916IND,4462,20-September-2015,2015,1,Riots/Protests,Protesters (India),,6,Police Forces of India,,1,16,India,Uttarakhand,Udham Singh Nagar,Kashipur,Kashipur,29.21,78.95,1,Times of India,"After someone threw garbage into a celebration, locals began to protest vociferously in the Katoratal area of Kashipur. The protesters became agitated, resulting in a minor scuffle with police. Some demonstraters were lathicharged.",0
750,2917IND,4463,20-September-2015,2015,1,Riots/Protests,Protesters (India),DSS: Dera Sacha Sauda,6,,,0,60,India,Punjab,Ludhiana,Ludhiana,Ludhiana,30.90,75.85,2,The Pioneer,"Members of the Dera Sacha Sauda blocked traffic in protest of the screening of a controversial movie, Messenger of God-2.",0
750,2918IND,4464,20-September-2015,2015,1,Riots/Protests,Protesters (India),DSS: Dera Sacha Sauda,6,,,0,60,India,Punjab,Moga,Moga,Moga,30.81,75.17,2,The Pioneer,"Members of the Dera Sacha Sauda blocked traffic in protest of the screening of a controversial movie, Messenger of God-2.",0
750,2919IND,4465,20-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Karnataka,Raichur,Raichur,Raichur,16.20,77.35,1,The Hindu,Students and teachers of over five schools boycotted their classes and staged demonstrations and roadblocks demanding the establishment of the Indian Institute of Technology (IIT).,0
750,2920IND,4466,20-September-2015,2015,1,Riots/Protests,Protesters (India),DSS: Dera Sacha Sauda,6,,,0,60,India,Punjab,Sangrur,Sangrur,Sangrur,30.25,75.85,2,The Pioneer,"Members of the Dera Sacha Sauda blocked traffic in protest of the screening of a controversial movie, Messenger of God-2.",0
750,2921IND,4467,21-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Telangana,Adilabad,Adilabad,Adilabad,19.67,78.53,1,Deccan Chronicle,Protesters burnt the effigy of Prime Minister Narendra Modi over stopping funds to Zilla parishad and Mandal parishad.,0
750,2922IND,4468,21-September-2015,2015,1,Riots/Protests,Protesters (India),AKSM: Adivasi Kisan Sangharsh Morcha,6,,,0,60,India,Punjab,Amritsar,Amritsar,Amritsar,31.63,74.87,1,Hindustan Times,"Farmers associated with the Kisan Sangharsh Committee and the Jamhuri Kisan Sabha protested, demanding higher compensation for Basmati.",0
750,2923IND,4469,21-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Barnala,Barnala,Barnala,30.37,75.54,1,Hindustan Times,"Farmers continued to protest in Bathinda, demanding more compensation for the loss of cotton.",0
750,2924IND,4470,21-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Bathinda,Bathinda,Bathinda,30.21,75.03,1,Hindustan Times,"Farmers continued to protest in Bathinda, demanding more compensation for the loss of cotton.",0
750,2925IND,4471,21-September-2015,2015,1,Riots/Protests,Protesters (India),IYC: Indian Youth Congress,6,,,0,60,India,Karnataka,Belgaum,Belgaum,Belgaum,15.85,74.50,1,The Hindu,Youth Congress workers staged protests against the decision of the National Democratic Alliance government to withdraw postal stamps featuring the former Prime Ministers Indira Gandhi and Rajiv Gandhi.,0
750,2926IND,4472,21-September-2015,2015,1,Riots/Protests,Protesters (India),Odisha Peace Builders' Forum,6,,,0,60,India,Odisha,Khordha,Khordha,Bhubaneswar,20.27,85.83,1,The Pioneer,"The Odisha Peace Builders' Forum staged a peaceful protest on the International Day of Peace on Monday [21 September] in Bhubaneswar.
Peace practitioners from several parts of the State and Social Works students of the VISWASS, NISWASS and IMS gathered here and took out a silent peace walk holding placard cards and banners with messages displaying the significance of the day.",0
750,2927IND,4473,21-September-2015,2015,1,Riots/Protests,Protesters (India),Uttarakhand Rajya Prerak Sangathan,6,,,0,60,India,Uttarakhand,Dehadrun,Dehadrun,Dehradun,30.31,78.02,1,The Pioneer,Members of the Uttarakhand Rajya Prerak Sangathan staged a massive protest to voice their employment grievances.,0
750,2928IND,4474,21-September-2015,2015,1,Riots/Protests,Protesters (India),AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad,6,,,0,60,India,Assam,Tinsukia,,Doomdooma,27.56,95.55,1,Assam Tribune,The workers of the Tinsukia district committee of the Asom Jatiyatabadi Yuva Chatra Parishad (AJYCP) staged a three-hour dharna [sit-in protest] in Doomdooma on September 21 protesting against the Government inaction to check flood and erosion problems.,0
750,2929IND,4475,21-September-2015,2015,1,Riots/Protests,Protesters (India),AIDWA: All India Democratic Women's Association,6,,,0,60,India,Tamil Nadu,Erode,Erode,Erode,11.34,77.72,1,The Hindu,"AIWU, AIDWA, and the Tamil Nadu Association for the Rights of All Types of Differently Abled and Caregivers staged a demonstration at the District Collectorate demanding restoration of the monthly assistance to aged people, widow, destitute people, and differently abled people.",0
750,2930IND,4476,21-September-2015,2015,1,Riots/Protests,Protesters (India),Punjab Pradesh Congress Committee,6,,,0,60,India,Punjab,Gurdaspur,Gurdaspur,Gurdaspur,32.03,75.40,1,Hindustan Times,Punjab Pradesh Congress Committee workers held a protest march against dilapidated roads in Gurdaspur.,0
750,2931IND,4477,21-September-2015,2015,1,Riots/Protests,Protesters (India),RUCTA: Rajasthan University and College Teachers' Association,6,,,0,60,India,Punjab,Jalandhar,Jalandhar,Jalandhar,31.32,75.57,1,Hindustan Times,Members of the Rajasthan University and College Teachers' Association  staged a protest in Jaipur demanding a judicial probe into the alleged corruption in employment transfer policies.,0
750,2932IND,4478,21-September-2015,2015,1,Riots/Protests,Rioters (India),IYC: Indian Youth Congress,5,Police Forces of India,,1,15,India,Punjab,Jalandhar,Jalandhar,Jalandhar,31.32,75.57,1,Hindustan Times,Youth Congress workers clashed with cops outside a police station in Jalandhar. The protesters initially converged to demonstrate against poor sanitation and road conditions. Both police and Congress members contend the other party instigated the clash. Several people were injured.,0
750,2933IND,4479,21-September-2015,2015,1,Riots/Protests,Protesters (India),,6,,,0,60,India,Punjab,Jalandhar,Jalandhar,Jalandhar,31.32,75.57,1,Hindustan Times,Around 200 students of Dayanand Ayurvedic College blocked the road outside the college in protest against the college management and the university for refusing to recognize degrees obtained after 2012.,0
750,2934IND,4480,21-September-2015,2015,1,Riots/Protests,Rioters (India),Indian National Congress,5,Rioters (India),TDP: Telugu Desam Party,5,55,India,Andhra Pradesh,Kurnool,Kurnool,Kurnool,15.58,78.33,1,Times of India,Two persons were killed in faction feuds between Congress and TDP members in Kurnool district; eight others were injured.,2
